sample_id,addition_group,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,official_split,label,architecture,relative_path,status
cf_train_v3_pixdiff_aigi_1d638a7156860f9a,pixdiff_aigi,data/HFCF_small_82.parquet,0,1590,032326.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1d638a7156860f9a_032326.png.png,complete
cf_train_v3_pixdiff_aigi_1d69f2456c92a7e8,pixdiff_aigi,data/HFCF_small_82.parquet,0,331,038254.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1d69f2456c92a7e8_038254.png.png,complete
cf_train_v3_pixdiff_aigi_1dadc7c5575af5e5,pixdiff_aigi,data/HFCF_small_83.parquet,0,2065,006288.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1dadc7c5575af5e5_006288.png.png,complete
cf_train_v3_pixdiff_aigi_1db2363c55f4836e,pixdiff_aigi,data/HFCF_small_67.parquet,0,1952,000945.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1db2363c55f4836e_000945.png.png,complete
cf_train_v3_pixdiff_aigi_1db9a350aa4fc5d5,pixdiff_aigi,data/HFCF_small_82.parquet,0,1809,020720.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1db9a350aa4fc5d5_020720.png.png,complete
cf_train_v3_pixdiff_aigi_1e6b02400d27c1a9,pixdiff_aigi,data/HFCF_small_82.parquet,0,2256,018137.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1e6b02400d27c1a9_018137.png.png,complete
cf_train_v3_pixdiff_aigi_1e8351edade5aff2,pixdiff_aigi,data/HFCF_small_82.parquet,0,1247,016471.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1e8351edade5aff2_016471.png.png,complete
cf_train_v3_pixdiff_aigi_1eb30eca2bd68f11,pixdiff_aigi,data/HFCF_small_82.parquet,0,1129,002064.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1eb30eca2bd68f11_002064.png.png,complete
cf_train_v3_pixdiff_aigi_1f2f325479dd7c1b,pixdiff_aigi,data/HFCF_small_82.parquet,0,413,030280.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1f2f325479dd7c1b_030280.png.png,complete
cf_train_v3_pixdiff_aigi_1f50e3dfad068cc4,pixdiff_aigi,data/HFCF_small_83.parquet,0,1351,003061.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1f50e3dfad068cc4_003061.png.png,complete
cf_train_v3_pixdiff_aigi_1f6eda408c8408d5,pixdiff_aigi,data/HFCF_small_67.parquet,0,1565,006116.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1f6eda408c8408d5_006116.png.png,complete
cf_train_v3_pixdiff_aigi_1fbff6362f952d11,pixdiff_aigi,data/HFCF_small_83.parquet,0,1690,000022.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_1fbff6362f952d11_000022.png.png,complete
cf_train_v3_pixdiff_aigi_2056b6eb158a5476,pixdiff_aigi,data/HFCF_small_82.parquet,0,2363,020316.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2056b6eb158a5476_020316.png.png,complete
cf_train_v3_pixdiff_aigi_20749135859287dd,pixdiff_aigi,data/HFCF_small_67.parquet,0,2108,005951.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_20749135859287dd_005951.png.png,complete
cf_train_v3_pixdiff_aigi_20e8871f437c4b82,pixdiff_aigi,data/HFCF_small_83.parquet,0,1948,008130.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_20e8871f437c4b82_008130.png.png,complete
cf_train_v3_pixdiff_aigi_20effa54532763ba,pixdiff_aigi,data/HFCF_small_67.parquet,0,1112,000752.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_20effa54532763ba_000752.png.png,complete
cf_train_v3_pixdiff_aigi_21094b372be07b88,pixdiff_aigi,data/HFCF_small_83.parquet,0,1984,006553.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_21094b372be07b88_006553.png.png,complete
cf_train_v3_pixdiff_aigi_214fc83875ede913,pixdiff_aigi,data/HFCF_small_82.parquet,0,1382,005103.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_214fc83875ede913_005103.png.png,complete
cf_train_v3_pixdiff_aigi_215c3a810712b49e,pixdiff_aigi,data/HFCF_small_82.parquet,0,1120,036222.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_215c3a810712b49e_036222.png.png,complete
cf_train_v3_pixdiff_aigi_21654d04241b8748,pixdiff_aigi,data/HFCF_small_67.parquet,0,1452,009832.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_21654d04241b8748_009832.png.png,complete
cf_train_v3_pixdiff_aigi_21a8e76a6e1691ca,pixdiff_aigi,data/HFCF_small_67.parquet,0,1973,008374.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_21a8e76a6e1691ca_008374.png.png,complete
cf_train_v3_pixdiff_aigi_21e07ca2dc035c61,pixdiff_aigi,data/HFCF_small_82.parquet,0,1848,026261.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_21e07ca2dc035c61_026261.png.png,complete
cf_train_v3_pixdiff_aigi_222287901e788592,pixdiff_aigi,data/HFCF_small_82.parquet,0,1986,009609.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_222287901e788592_009609.png.png,complete
cf_train_v3_pixdiff_aigi_22336b68f690dc17,pixdiff_aigi,data/HFCF_small_82.parquet,0,1594,023193.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_22336b68f690dc17_023193.png.png,complete
cf_train_v3_pixdiff_aigi_226b6ce4d4fe3f55,pixdiff_aigi,data/HFCF_small_83.parquet,0,1826,009437.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_226b6ce4d4fe3f55_009437.png.png,complete
cf_train_v3_pixdiff_aigi_2281224279b85d91,pixdiff_aigi,data/HFCF_small_67.parquet,0,1461,006819.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2281224279b85d91_006819.png.png,complete
cf_train_v3_pixdiff_aigi_23a0c70004e0daa2,pixdiff_aigi,data/HFCF_small_83.parquet,0,1935,005069.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_23a0c70004e0daa2_005069.png.png,complete
cf_train_v3_pixdiff_aigi_23b9919cacee8c1f,pixdiff_aigi,data/HFCF_small_83.parquet,0,1638,005526.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_23b9919cacee8c1f_005526.png.png,complete
cf_train_v3_pixdiff_aigi_23d6ea9bbff145e3,pixdiff_aigi,data/HFCF_small_67.parquet,0,1867,002170.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_23d6ea9bbff145e3_002170.png.png,complete
cf_train_v3_pixdiff_aigi_240ac66ab097c870,pixdiff_aigi,data/HFCF_small_67.parquet,0,1668,006972.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_240ac66ab097c870_006972.png.png,complete
cf_train_v3_pixdiff_aigi_24a6741ec77ebcd6,pixdiff_aigi,data/HFCF_small_82.parquet,0,717,038226.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_24a6741ec77ebcd6_038226.png.png,complete
cf_train_v3_pixdiff_aigi_24e6b0ff0fd47dc4,pixdiff_aigi,data/HFCF_small_82.parquet,0,968,036336.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_24e6b0ff0fd47dc4_036336.png.png,complete
cf_train_v3_pixdiff_aigi_2514fcd0222b2d82,pixdiff_aigi,data/HFCF_small_82.parquet,0,1209,009838.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2514fcd0222b2d82_009838.png.png,complete
cf_train_v3_pixdiff_aigi_252f8de8bdc61c21,pixdiff_aigi,data/HFCF_small_82.parquet,0,1360,030702.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_252f8de8bdc61c21_030702.png.png,complete
cf_train_v3_pixdiff_aigi_25801a6d321925db,pixdiff_aigi,data/HFCF_small_67.parquet,0,2040,008288.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_25801a6d321925db_008288.png.png,complete
cf_train_v3_pixdiff_aigi_25b50a2855915b14,pixdiff_aigi,data/HFCF_small_67.parquet,0,1673,008077.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_25b50a2855915b14_008077.png.png,complete
cf_train_v3_pixdiff_aigi_25d0bdad8352e575,pixdiff_aigi,data/HFCF_small_67.parquet,0,1147,003865.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_25d0bdad8352e575_003865.png.png,complete
cf_train_v3_pixdiff_aigi_264510a41bba3302,pixdiff_aigi,data/HFCF_small_67.parquet,0,2030,007368.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_264510a41bba3302_007368.png.png,complete
cf_train_v3_pixdiff_aigi_2691f9faf51b4d34,pixdiff_aigi,data/HFCF_small_83.parquet,0,1404,001906.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2691f9faf51b4d34_001906.png.png,complete
cf_train_v3_pixdiff_aigi_26c2310c2ccbc902,pixdiff_aigi,data/HFCF_small_67.parquet,0,1925,005376.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_26c2310c2ccbc902_005376.png.png,complete
cf_train_v3_pixdiff_aigi_26d529ca46835aad,pixdiff_aigi,data/HFCF_small_83.parquet,0,1740,008610.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_26d529ca46835aad_008610.png.png,complete
cf_train_v3_pixdiff_aigi_271272e641e5f488,pixdiff_aigi,data/HFCF_small_67.parquet,0,1576,004894.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_271272e641e5f488_004894.png.png,complete
cf_train_v3_pixdiff_aigi_27ac75a028cfd701,pixdiff_aigi,data/HFCF_small_83.parquet,0,1302,005283.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_27ac75a028cfd701_005283.png.png,complete
cf_train_v3_pixdiff_aigi_27ec9faa9920a75f,pixdiff_aigi,data/HFCF_small_82.parquet,0,651,022640.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_27ec9faa9920a75f_022640.png.png,complete
cf_train_v3_pixdiff_aigi_2843f354aaea3877,pixdiff_aigi,data/HFCF_small_82.parquet,0,513,034067.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2843f354aaea3877_034067.png.png,complete
cf_train_v3_pixdiff_aigi_293bd203cd834aef,pixdiff_aigi,data/HFCF_small_67.parquet,0,1304,007092.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_293bd203cd834aef_007092.png.png,complete
cf_train_v3_pixdiff_aigi_295d73e704e91718,pixdiff_aigi,data/HFCF_small_67.parquet,0,1667,001463.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_295d73e704e91718_001463.png.png,complete
cf_train_v3_pixdiff_aigi_29acab522f545657,pixdiff_aigi,data/HFCF_small_82.parquet,0,842,010436.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_29acab522f545657_010436.png.png,complete
cf_train_v3_pixdiff_aigi_2a59b7fa4ed2d822,pixdiff_aigi,data/HFCF_small_83.parquet,0,1499,008128.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2a59b7fa4ed2d822_008128.png.png,complete
cf_train_v3_pixdiff_aigi_2ae6b9047b02b8e7,pixdiff_aigi,data/HFCF_small_82.parquet,0,78,021504.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2ae6b9047b02b8e7_021504.png.png,complete
cf_train_v3_pixdiff_aigi_2b1080eb8a0dd444,pixdiff_aigi,data/HFCF_small_82.parquet,0,1461,004171.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2b1080eb8a0dd444_004171.png.png,complete
cf_train_v3_pixdiff_aigi_2b178284eae10223,pixdiff_aigi,data/HFCF_small_83.parquet,0,2042,002441.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2b178284eae10223_002441.png.png,complete
cf_train_v3_pixdiff_aigi_2b17c98bed7f0a59,pixdiff_aigi,data/HFCF_small_83.parquet,0,1284,002866.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2b17c98bed7f0a59_002866.png.png,complete
cf_train_v3_pixdiff_aigi_2b788e7b6ad0d3b0,pixdiff_aigi,data/HFCF_small_83.parquet,0,2074,001499.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2b788e7b6ad0d3b0_001499.png.png,complete
cf_train_v3_pixdiff_aigi_2b8ac3b0a99d8e6e,pixdiff_aigi,data/HFCF_small_82.parquet,0,2838,007710.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2b8ac3b0a99d8e6e_007710.png.png,complete
cf_train_v3_pixdiff_aigi_2bf048623542a6a0,pixdiff_aigi,data/HFCF_small_67.parquet,0,1981,001561.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2bf048623542a6a0_001561.png.png,complete
cf_train_v3_pixdiff_aigi_2c2a26193b8b94fb,pixdiff_aigi,data/HFCF_small_82.parquet,0,1978,042982.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2c2a26193b8b94fb_042982.png.png,complete
cf_train_v3_pixdiff_aigi_2c652e7caf396f05,pixdiff_aigi,data/HFCF_small_67.parquet,0,1282,000122.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2c652e7caf396f05_000122.png.png,complete
cf_train_v3_pixdiff_aigi_2ccae375092a5d31,pixdiff_aigi,data/HFCF_small_83.parquet,0,1503,004528.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2ccae375092a5d31_004528.png.png,complete
cf_train_v3_pixdiff_aigi_2cea01fb7e18f6c2,pixdiff_aigi,data/HFCF_small_83.parquet,0,1332,006686.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2cea01fb7e18f6c2_006686.png.png,complete
cf_train_v3_pixdiff_aigi_2cefbab3e08eb617,pixdiff_aigi,data/HFCF_small_67.parquet,0,1617,007068.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2cefbab3e08eb617_007068.png.png,complete
cf_train_v3_pixdiff_aigi_2d345c84221eb72f,pixdiff_aigi,data/HFCF_small_82.parquet,0,208,046318.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2d345c84221eb72f_046318.png.png,complete
cf_train_v3_pixdiff_aigi_2d55398b9a7d4544,pixdiff_aigi,data/HFCF_small_67.parquet,0,1949,005862.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2d55398b9a7d4544_005862.png.png,complete
cf_train_v3_pixdiff_aigi_2d994980b0c66b2e,pixdiff_aigi,data/HFCF_small_83.parquet,0,1425,009103.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2d994980b0c66b2e_009103.png.png,complete
cf_train_v3_pixdiff_aigi_2e0e0303f3bf415a,pixdiff_aigi,data/HFCF_small_67.parquet,0,2047,003671.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2e0e0303f3bf415a_003671.png.png,complete
cf_train_v3_pixdiff_aigi_2e2721161863bfda,pixdiff_aigi,data/HFCF_small_83.parquet,0,2098,000067.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2e2721161863bfda_000067.png.png,complete
cf_train_v3_pixdiff_aigi_2ee3f28858d5f5c7,pixdiff_aigi,data/HFCF_small_82.parquet,0,2403,000830.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2ee3f28858d5f5c7_000830.png.png,complete
cf_train_v3_pixdiff_aigi_2f43a0a1a86a9820,pixdiff_aigi,data/HFCF_small_82.parquet,0,2744,010485.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2f43a0a1a86a9820_010485.png.png,complete
cf_train_v3_pixdiff_aigi_2f57049197043463,pixdiff_aigi,data/HFCF_small_82.parquet,0,1831,016686.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2f57049197043463_016686.png.png,complete
cf_train_v3_pixdiff_aigi_2f81afe4bca2899d,pixdiff_aigi,data/HFCF_small_82.parquet,0,2975,023543.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2f81afe4bca2899d_023543.png.png,complete
cf_train_v3_pixdiff_aigi_2f9a8d3542121d73,pixdiff_aigi,data/HFCF_small_83.parquet,0,1248,009532.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_2f9a8d3542121d73_009532.png.png,complete
cf_train_v3_pixdiff_aigi_307817c01b31a62b,pixdiff_aigi,data/HFCF_small_67.parquet,0,1702,001169.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_307817c01b31a62b_001169.png.png,complete
cf_train_v3_pixdiff_aigi_30c2cd052143882f,pixdiff_aigi,data/HFCF_small_67.parquet,0,1840,005438.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_30c2cd052143882f_005438.png.png,complete
cf_train_v3_pixdiff_aigi_31127518d547dab4,pixdiff_aigi,data/HFCF_small_67.parquet,0,1614,008757.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_31127518d547dab4_008757.png.png,complete
cf_train_v3_pixdiff_aigi_313563e21cb6543f,pixdiff_aigi,data/HFCF_small_82.parquet,0,1305,014377.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_313563e21cb6543f_014377.png.png,complete
cf_train_v3_pixdiff_aigi_317984558cb317d3,pixdiff_aigi,data/HFCF_small_82.parquet,0,1268,001865.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_317984558cb317d3_001865.png.png,complete
cf_train_v3_pixdiff_aigi_31bbd223d60c4894,pixdiff_aigi,data/HFCF_small_83.parquet,0,1932,009660.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_31bbd223d60c4894_009660.png.png,complete
cf_train_v3_pixdiff_aigi_3232c29131890a73,pixdiff_aigi,data/HFCF_small_83.parquet,0,1981,002212.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_3232c29131890a73_002212.png.png,complete
cf_train_v3_pixdiff_aigi_32724307f11fef9f,pixdiff_aigi,data/HFCF_small_67.parquet,0,1414,005009.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_32724307f11fef9f_005009.png.png,complete
cf_train_v3_pixdiff_aigi_3272adf3a23c3a62,pixdiff_aigi,data/HFCF_small_82.parquet,0,1879,011487.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_3272adf3a23c3a62_011487.png.png,complete
cf_train_v3_pixdiff_aigi_327d2b2d45f1e6f6,pixdiff_aigi,data/HFCF_small_67.parquet,0,1809,000623.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_327d2b2d45f1e6f6_000623.png.png,complete
cf_train_v3_pixdiff_aigi_33308a4cf840c79c,pixdiff_aigi,data/HFCF_small_82.parquet,0,2954,047696.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_33308a4cf840c79c_047696.png.png,complete
cf_train_v3_pixdiff_aigi_33f54c0773f4b15e,pixdiff_aigi,data/HFCF_small_83.parquet,0,1870,009501.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_33f54c0773f4b15e_009501.png.png,complete
cf_train_v3_pixdiff_aigi_33fa17443ee85034,pixdiff_aigi,data/HFCF_small_83.parquet,0,1858,009560.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_33fa17443ee85034_009560.png.png,complete
cf_train_v3_pixdiff_aigi_3464fa85c015298c,pixdiff_aigi,data/HFCF_small_67.parquet,0,2002,001551.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_3464fa85c015298c_001551.png.png,complete
cf_train_v3_pixdiff_aigi_34ec1ec1ea2a566e,pixdiff_aigi,data/HFCF_small_82.parquet,0,1819,013530.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_34ec1ec1ea2a566e_013530.png.png,complete
cf_train_v3_pixdiff_aigi_354543863174bb75,pixdiff_aigi,data/HFCF_small_83.parquet,0,1274,006902.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_354543863174bb75_006902.png.png,complete
cf_train_v3_pixdiff_aigi_358564df78aa3df5,pixdiff_aigi,data/HFCF_small_83.parquet,0,1814,001576.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_358564df78aa3df5_001576.png.png,complete
cf_train_v3_pixdiff_aigi_35d6457e3e4cbaca,pixdiff_aigi,data/HFCF_small_67.parquet,0,2023,009457.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_35d6457e3e4cbaca_009457.png.png,complete
cf_train_v3_pixdiff_aigi_35e1757cbdd4fd7a,pixdiff_aigi,data/HFCF_small_82.parquet,0,1338,027151.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_35e1757cbdd4fd7a_027151.png.png,complete
cf_train_v3_pixdiff_aigi_36bc428d1bb900aa,pixdiff_aigi,data/HFCF_small_67.parquet,0,1123,003269.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_36bc428d1bb900aa_003269.png.png,complete
cf_train_v3_pixdiff_aigi_375d42fc8384bef8,pixdiff_aigi,data/HFCF_small_67.parquet,0,1100,009622.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_375d42fc8384bef8_009622.png.png,complete
cf_train_v3_pixdiff_aigi_377cc3c48ebe5aac,pixdiff_aigi,data/HFCF_small_82.parquet,0,2660,013078.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_377cc3c48ebe5aac_013078.png.png,complete
cf_train_v3_pixdiff_aigi_37886739eb0660a2,pixdiff_aigi,data/HFCF_small_67.parquet,0,1260,006311.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_37886739eb0660a2_006311.png.png,complete
cf_train_v3_pixdiff_aigi_37b8eebf9bc74140,pixdiff_aigi,data/HFCF_small_83.parquet,0,1387,002357.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_37b8eebf9bc74140_002357.png.png,complete
cf_train_v3_pixdiff_aigi_37baa944e4ced089,pixdiff_aigi,data/HFCF_small_82.parquet,0,1182,030763.png,PNG,glide,glide,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_37baa944e4ced089_030763.png.png,complete
cf_train_v3_pixdiff_aigi_37fd2d5af1bd36e2,pixdiff_aigi,data/HFCF_small_83.parquet,0,1548,005039.png,PNG,DeepFloyd,deepfloyd,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_37fd2d5af1bd36e2_005039.png.png,complete
cf_train_v3_pixdiff_aigi_37ff7e0b628378d2,pixdiff_aigi,data/HFCF_small_67.parquet,0,1150,002438.png,PNG,guidedDiffusion,guideddiffusion,train,1,PixDiff,train_v3_additions/aigi/cf_train_v3_pixdiff_aigi_37ff7e0b628378d2_002438.png.png,complete
