sample_id,dataset_key,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,project_split,label,architecture,generator_exposure,relative_path
cf_train_aigi_71f8b280dcc77a29,small,data/HFCF_small_66.parquet,0,164,00000254.png,PNG,stablediffusionapi/dreamshaperxlturbov21fix5,stablediffusionapi/dreamshaperxlturbov21fix5,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_71f8b280dcc77a29_00000254.png.png
cf_train_aigi_71fb9bea5ffda20e,small,data/HFCF_small_42.parquet,0,1207,00000303.png,PNG,004T/diffusion_4.0,004t/diffusion-4.0,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_71fb9bea5ffda20e_00000303.png.png
cf_train_aigi_71fda5f15c845a58,small,data/HFCF_small_3.parquet,0,529,00000251.png,PNG,hassanblend/HassanBlend1.5.1.2,hassanblend/hassanblend1.5.1.2,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_71fda5f15c845a58_00000251.png.png
cf_train_aigi_71ff9d90716cfeef,small,data/HFCF_small_57.parquet,0,2728,00000240.png,PNG,EnD-Diffusers/Gambit_and_Rogue,end-diffusers/gambit-and-rogue,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_71ff9d90716cfeef_00000240.png.png
cf_train_aigi_720300fe73445ada,small,data/HFCF_small_27.parquet,0,479,00000132.png,PNG,sasa30/ssaassaaddoo,sasa30/ssaassaaddoo,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_720300fe73445ada_00000132.png.png
cf_train_aigi_72044a94610ce580,small,data/HFCF_small_5.parquet,0,2984,00000138.png,PNG,CompVis/stable-diffusion-v1-3,compvis/stable-diffusion-v1-3,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72044a94610ce580_00000138.png.png
cf_train_aigi_7208dc63aea856a7,small,data/HFCF_small_57.parquet,0,338,00000063.png,PNG,pareesa/model-lora,pareesa/model-lora,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7208dc63aea856a7_00000063.png.png
cf_train_aigi_7209271020b788de,small,data/HFCF_small_39.parquet,0,1497,00000259.png,PNG,Brainergy/zzuurryy,brainergy/zzuurryy,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7209271020b788de_00000259.png.png
cf_train_aigi_720effe0bcff01e6,small,data/HFCF_small_45.parquet,0,673,00000346.png,PNG,zmaro/zmaro1402,zmaro/zmaro1402,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_720effe0bcff01e6_00000346.png.png
cf_train_aigi_7212952bb0ebb4fe,small,data/HFCF_small_4.parquet,0,98,00000235.png,PNG,ShoukanLabs/OpenNiji,shoukanlabs/openniji,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7212952bb0ebb4fe_00000235.png.png
cf_train_aigi_7217f2abebb915fc,small,data/HFCF_small_56.parquet,0,2905,00000457.png,PNG,XPeng2022/fotorx,xpeng2022/fotorx,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7217f2abebb915fc_00000457.png.png
cf_train_aigi_721b249bfb055560,small,data/HFCF_small_57.parquet,0,2590,00000384.png,PNG,EnD-Diffusers/duskfall-s-artificial-realism,end-diffusers/duskfall-s-artificial-realism,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_721b249bfb055560_00000384.png.png
cf_train_aigi_72280c13d218869e,small,data/HFCF_small_28.parquet,0,2297,00000215.png,PNG,jennysun/alexandr-wang,jennysun/alexandr-wang,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72280c13d218869e_00000215.png.png
cf_train_aigi_722d9d54403b598a,small,data/HFCF_small_24.parquet,0,2832,00000181.png,PNG,tuwonga/takeON,tuwonga/takeon,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_722d9d54403b598a_00000181.png.png
cf_train_aigi_7240e72161659c25,small,data/HFCF_small_14.parquet,0,855,00000463.png,PNG,duja1/m123ugg,duja1/m123ugg,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7240e72161659c25_00000463.png.png
cf_train_aigi_7240f7c0c0955601,small,data/HFCF_small_35.parquet,0,2510,00000042.png,PNG,DarkSamurai001/my-pet-dog,darksamurai001/my-pet-dog,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7240f7c0c0955601_00000042.png.png
cf_train_aigi_724486ae7d5e1f28,small,data/HFCF_small_33.parquet,0,1056,00000053.png,PNG,zigg-ai/kemar,zigg-ai/kemar,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_724486ae7d5e1f28_00000053.png.png
cf_train_aigi_724492f80f0a3172,small,data/HFCF_small_59.parquet,0,575,00000438.png,PNG,supersergiy/lineart-x1,supersergiy/lineart-x1,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_724492f80f0a3172_00000438.png.png
cf_train_aigi_7245207ad39c4349,small,data/HFCF_small_27.parquet,0,2029,00000213.png,PNG,hesh0629/hesh2,hesh0629/hesh2,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7245207ad39c4349_00000213.png.png
cf_train_aigi_724bcd55216ac906,small,data/HFCF_small_16.parquet,0,1156,00000073.png,PNG,dora1991/murvaidora,dora1991/murvaidora,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_724bcd55216ac906_00000073.png.png
cf_train_aigi_724d998ce929f2cb,small,data/HFCF_small_37.parquet,0,2833,00000133.png,PNG,nalisten1/nalisten-likeness-1,nalisten1/nalisten-likeness-1,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_724d998ce929f2cb_00000133.png.png
cf_train_aigi_724db51a199e991c,small,data/HFCF_small_60.parquet,0,1961,00000423.png,PNG,fyhj/cptndatva,fyhj/cptndatva,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_724db51a199e991c_00000423.png.png
cf_train_aigi_725c7e85dbd71e21,small,data/HFCF_small_2.parquet,0,157,00000215.png,PNG,Pranay2/my-project-xzg,pranay2/my-project-xzg,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_725c7e85dbd71e21_00000215.png.png
cf_train_aigi_726c1e454f36cc59,small,data/HFCF_small_23.parquet,0,2947,00000137.png,PNG,wimvanhenden/ultmedm-abstract20-v4,wimvanhenden/ultmedm-abstract20-v4,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_726c1e454f36cc59_00000137.png.png
cf_train_aigi_72867705dbd28d50,small,data/HFCF_small_38.parquet,0,2132,00000423.png,PNG,Ventuss/ventuss-0-1,ventuss/ventuss-0-1,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72867705dbd28d50_00000423.png.png
cf_train_aigi_728c2120cf4d77ea,small,data/HFCF_small_51.parquet,0,2453,00000318.png,PNG,stablediffusionapi/jn-xl-v9-ph-li-4s,stablediffusionapi/jn-xl-v9-ph-li-4s,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_728c2120cf4d77ea_00000318.png.png
cf_train_aigi_72995da95af37c3d,small,data/HFCF_small_8.parquet,0,1717,00000055.png,PNG,digiplay/GhostMix,digiplay/ghostmix,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72995da95af37c3d_00000055.png.png
cf_train_aigi_729c0ccd5a6b4da5,small,data/HFCF_small_25.parquet,0,1796,00000331.png,PNG,Coder443/dog,coder443/dog,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_729c0ccd5a6b4da5_00000331.png.png
cf_train_aigi_72a6e7f63fb9790b,small,data/HFCF_small_36.parquet,0,736,00000210.png,PNG,dheerajnarne/my-luffy,dheerajnarne/my-luffy,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72a6e7f63fb9790b_00000210.png.png
cf_train_aigi_72a831d5591d771c,small,data/HFCF_small_63.parquet,0,2189,00000202.png,PNG,sd-dreambooth-library/royaldog-royalmale-or-royalfemale,sd-dreambooth-library/royaldog-royalmale-or-royalfemale,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72a831d5591d771c_00000202.png.png
cf_train_aigi_72a9826fd907347f,small,data/HFCF_small_11.parquet,0,715,00000080.png,PNG,Yntec/NovelAIRemix,yntec/novelairemix,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72a9826fd907347f_00000080.png.png
cf_train_aigi_72a9b2dc442f7b86,small,data/HFCF_small_24.parquet,0,435,00000352.png,PNG,Siliconic/raven-diffusion-v1,siliconic/raven-diffusion-v1,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72a9b2dc442f7b86_00000352.png.png
cf_train_aigi_72ab2de88420ff3f,small,data/HFCF_small_47.parquet,0,1417,00000209.png,PNG,Yntec/AnythingV3.1,yntec/anythingv3.1,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72ab2de88420ff3f_00000209.png.png
cf_train_aigi_72b0458ca731decd,small,data/HFCF_small_41.parquet,0,343,00000257.png,PNG,AnimeTest/rinotuna-man,animetest/rinotuna-man,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72b0458ca731decd_00000257.png.png
cf_train_aigi_72b1c400cf18b34a,small,data/HFCF_small_3.parquet,0,2624,00000231.png,PNG,circulus/sd-photoreal-v2.8,circulus/sd-photoreal-v2.8,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72b1c400cf18b34a_00000231.png.png
cf_train_aigi_72b4e8ce26708b59,small,data/HFCF_small_41.parquet,0,1131,00000019.png,PNG,kadirnar/dress-style-v1,kadirnar/dress-style-v1,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72b4e8ce26708b59_00000019.png.png
cf_train_aigi_72d4519b94588d37,small,data/HFCF_small_49.parquet,0,2210,00000153.png,PNG,briannlongzhao/17,briannlongzhao/17,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72d4519b94588d37_00000153.png.png
cf_train_aigi_72d8644547ce7081,small,data/HFCF_small_12.parquet,0,782,00000206.png,PNG,Yntec/ChiliConCarne,yntec/chiliconcarne,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72d8644547ce7081_00000206.png.png
cf_train_aigi_72d920702a6df536,small,data/HFCF_small_11.parquet,0,452,00000231.png,PNG,Yntec/GOLDFish,yntec/goldfish,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72d920702a6df536_00000231.png.png
cf_train_aigi_72e1ee19a6032bb1,small,data/HFCF_small_16.parquet,0,1199,00000209.png,PNG,dora1991/murvaidora,dora1991/murvaidora,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72e1ee19a6032bb1_00000209.png.png
cf_train_aigi_72e44a6b082c8af6,small,data/HFCF_small_25.parquet,0,2046,00000296.png,PNG,snketh/my-new-pet-dog-xzg,snketh/my-new-pet-dog-xzg,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72e44a6b082c8af6_00000296.png.png
cf_train_aigi_72e7817a11518d9e,small,data/HFCF_small_46.parquet,0,1921,00000378.png,PNG,EnD-Diffusers/animanga-model,end-diffusers/animanga-model,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72e7817a11518d9e_00000378.png.png
cf_train_aigi_72ebd1354f448e34,small,data/HFCF_small_29.parquet,0,1370,00000259.png,PNG,Sans404/somethingidk,sans404/somethingidk,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72ebd1354f448e34_00000259.png.png
cf_train_aigi_72f4067d6cd449ab,small,data/HFCF_small_13.parquet,0,1326,00000150.png,PNG,JacobPerera/website-design-mockup-1,jacobperera/website-design-mockup-1,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72f4067d6cd449ab_00000150.png.png
cf_train_aigi_72f5f512be9ee692,small,data/HFCF_small_24.parquet,0,1391,00000380.png,PNG,ddPn08/subtly,ddpn08/subtly,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72f5f512be9ee692_00000380.png.png
cf_train_aigi_72f6ca38a08e6d42,small,data/HFCF_small_28.parquet,0,174,00000217.png,PNG,LekshmiNarayananM/my-tea-pot,lekshminarayananm/my-tea-pot,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72f6ca38a08e6d42_00000217.png.png
cf_train_aigi_72fdbcc41b425669,small,data/HFCF_small_25.parquet,0,18,00000014.png,PNG,vinothananthini/monster-toy,vinothananthini/monster-toy,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_72fdbcc41b425669_00000014.png.png
cf_train_aigi_73086130f1aefdb6,small,data/HFCF_small_10.parquet,0,2484,00000209.png,PNG,Yntec/elldrethSVividMix,yntec/elldrethsvividmix,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73086130f1aefdb6_00000209.png.png
cf_train_aigi_730a4d9ce5dbaa89,small,data/HFCF_small_63.parquet,0,1841,00000344.png,PNG,arthur-nvk/230409brnavakain-0-2,arthur-nvk/230409brnavakain-0-2,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_730a4d9ce5dbaa89_00000344.png.png
cf_train_aigi_7317087701cd0eaa,small,data/HFCF_small_56.parquet,0,27,00000306.png,PNG,Talat12/my-wolfsto,talat12/my-wolfsto,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7317087701cd0eaa_00000306.png.png
cf_train_aigi_732496fffbd5f89e,small,data/HFCF_small_40.parquet,0,1392,00000176.png,PNG,Kardbord/Complex-Lineart-unsafe,kardbord/complex-lineart-unsafe,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_732496fffbd5f89e_00000176.png.png
cf_train_aigi_7328a5f7e80e5c8c,small,data/HFCF_small_43.parquet,0,2071,00000186.png,PNG,Dytorch/textual_inversion_cat,dytorch/textual-inversion-cat,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7328a5f7e80e5c8c_00000186.png.png
cf_train_aigi_7336d464bcbaac5e,small,data/HFCF_small_38.parquet,0,238,00000122.png,PNG,AirbusAi/my-pet-dog,airbusai/my-pet-dog,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7336d464bcbaac5e_00000122.png.png
cf_train_aigi_733a5862e5d24c43,small,data/HFCF_small_54.parquet,0,1580,00000140.png,PNG,digiplay/LunarDiffusion_v1.27,digiplay/lunardiffusion-v1.27,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_733a5862e5d24c43_00000140.png.png
cf_train_aigi_7347da163640d9eb,small,data/HFCF_small_45.parquet,0,2980,00000345.png,PNG,abhis91/sd-finetune-dreambooth-door-window,abhis91/sd-finetune-dreambooth-door-window,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7347da163640d9eb_00000345.png.png
cf_train_aigi_734dd38dc986a7b0,small,data/HFCF_small_23.parquet,0,358,00000276.png,PNG,imjunaidafzal/saqib-sarahkhan-t350-u4000-11-21-pm,imjunaidafzal/saqib-sarahkhan-t350-u4000-11-21-pm,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_734dd38dc986a7b0_00000276.png.png
cf_train_aigi_7356067aee083cb3,small,data/HFCF_small_18.parquet,0,1135,00000080.png,PNG,acmyu/ghibli-howl,acmyu/ghibli-howl,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7356067aee083cb3_00000080.png.png
cf_train_aigi_735c5c8b704b4e45,small,data/HFCF_small_11.parquet,0,1654,00000194.png,PNG,Yntec/DeliShaper,yntec/delishaper,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_735c5c8b704b4e45_00000194.png.png
cf_train_aigi_7364eeb2f622797f,small,data/HFCF_small_22.parquet,0,2816,00000128.png,PNG,CompVis/ldm-text2im-large-256,compvis/ldm-text2im-large-256,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7364eeb2f622797f_00000128.png.png
cf_train_aigi_7365041e53d71c8a,small,data/HFCF_small_24.parquet,0,1561,00000085.png,PNG,Ashdraj/private-dif,ashdraj/private-dif,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7365041e53d71c8a_00000085.png.png
cf_train_aigi_73696daa8ba52e8a,small,data/HFCF_small_39.parquet,0,1979,00000078.png,PNG,taskmasterpeace/bcddih-1ndrprkr-rvgbnchly,taskmasterpeace/bcddih-1ndrprkr-rvgbnchly,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73696daa8ba52e8a_00000078.png.png
cf_train_aigi_7373e2faa3a6e216,small,data/HFCF_small_56.parquet,0,576,00000058.png,PNG,rohanbose/my-pet-dog,rohanbose/my-pet-dog,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7373e2faa3a6e216_00000058.png.png
cf_train_aigi_73754e3a5aba0381,small,data/HFCF_small_39.parquet,0,186,00000089.png,PNG,chaossy/id2047,chaossy/id2047,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73754e3a5aba0381_00000089.png.png
cf_train_aigi_73815f517cf50a60,small,data/HFCF_small_50.parquet,0,1068,00000101.png,PNG,briannlongzhao/57,briannlongzhao/57,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73815f517cf50a60_00000101.png.png
cf_train_aigi_73936e022778363d,small,data/HFCF_small_5.parquet,0,1095,00000374.png,PNG,jblalock30/viton-mobile-blue-shirt,jblalock30/viton-mobile-blue-shirt,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73936e022778363d_00000374.png.png
cf_train_aigi_7399f07a3ce3cfc8,small,data/HFCF_small_38.parquet,0,1054,00000395.png,PNG,fpeters/sd-1-5-felix,fpeters/sd-1-5-felix,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7399f07a3ce3cfc8_00000395.png.png
cf_train_aigi_73a8ba67786673d0,small,data/HFCF_small_59.parquet,0,2934,00000244.png,PNG,ZB-Tech/Text-to-Image,zb-tech/text-to-image,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73a8ba67786673d0_00000244.png.png
cf_train_aigi_73a9483b3b793d7e,small,data/HFCF_small_52.parquet,0,1751,00000299.png,PNG,stablediffusionapi/boziorealvisxlv4,stablediffusionapi/boziorealvisxlv4,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73a9483b3b793d7e_00000299.png.png
cf_train_aigi_73ab4277c9abb5fe,small,data/HFCF_small_50.parquet,0,2618,00000231.png,PNG,briannlongzhao/94,briannlongzhao/94,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73ab4277c9abb5fe_00000231.png.png
cf_train_aigi_73b2781346c3ccd7,small,data/HFCF_small_1.parquet,0,1798,00000132.png,PNG,AVIIAX/majic6,aviiax/majic6,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73b2781346c3ccd7_00000132.png.png
cf_train_aigi_73b7bb47e502f7df,small,data/HFCF_small_50.parquet,0,2341,00000265.png,PNG,briannlongzhao/58,briannlongzhao/58,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73b7bb47e502f7df_00000265.png.png
cf_train_aigi_73bc959f67a44288,small,data/HFCF_small_62.parquet,0,214,00000200.png,PNG,imcapsule/tasomi-capsule,imcapsule/tasomi-capsule,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73bc959f67a44288_00000200.png.png
cf_train_aigi_73be57a906d734c6,small,data/HFCF_small_0.parquet,0,137,00000110.png,PNG,tensor-diffusion/AsianRealistic_SDLife_ChiasedammeV9.0,tensor-diffusion/asianrealistic-sdlife-chiasedammev9.0,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73be57a906d734c6_00000110.png.png
cf_train_aigi_73c10761a7eb9757,small,data/HFCF_small_36.parquet,0,2804,00000083.png,PNG,Zzzisey/lulalady,zzzisey/lulalady,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73c10761a7eb9757_00000083.png.png
cf_train_aigi_73c463568439c1e0,small,data/HFCF_small_18.parquet,0,1463,00000288.png,PNG,NaveedRajput/floorplan200-200,naveedrajput/floorplan200-200,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73c463568439c1e0_00000288.png.png
cf_train_aigi_73c91d1f9da98a54,small,data/HFCF_small_36.parquet,0,1159,00000264.png,PNG,ckpt/organic-mind,ckpt/organic-mind,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73c91d1f9da98a54_00000264.png.png
cf_train_aigi_73cc192d9d0a2c27,small,data/HFCF_small_36.parquet,0,1164,00000209.png,PNG,ckpt/organic-mind,ckpt/organic-mind,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73cc192d9d0a2c27_00000209.png.png
cf_train_aigi_73d948457f062803,small,data/HFCF_small_39.parquet,0,548,00000184.png,PNG,Eyuel/wolde-eyu-5120512,eyuel/wolde-eyu-5120512,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73d948457f062803_00000184.png.png
cf_train_aigi_73d973fc5bc83e08,small,data/HFCF_small_13.parquet,0,325,00000161.png,PNG,Yntec/Chik2,yntec/chik2,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73d973fc5bc83e08_00000161.png.png
cf_train_aigi_73de1239843df282,small,data/HFCF_small_24.parquet,0,1472,00000213.png,PNG,ddPn08/SwimInLatent,ddpn08/swiminlatent,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73de1239843df282_00000213.png.png
cf_train_aigi_73f113aaa327a0b1,small,data/HFCF_small_23.parquet,0,1930,00000288.png,PNG,Haengbok/my-pet-cat,haengbok/my-pet-cat,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73f113aaa327a0b1_00000288.png.png
cf_train_aigi_73f358296eb027bd,small,data/HFCF_small_14.parquet,0,738,00000308.png,PNG,duja1/tjmo,duja1/tjmo,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73f358296eb027bd_00000308.png.png
cf_train_aigi_73f646276e6db0df,small,data/HFCF_small_4.parquet,0,2470,00000099.png,PNG,AadithKumar/my-pet-dog-eaak,aadithkumar/my-pet-dog-eaak,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73f646276e6db0df_00000099.png.png
cf_train_aigi_73f6dc131ba3d5c5,small,data/HFCF_small_33.parquet,0,754,00000469.png,PNG,zigg-ai/d5cf4e49-bdba-434c-b8ed-1efdb5941486,zigg-ai/d5cf4e49-bdba-434c-b8ed-1efdb5941486,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_73f6dc131ba3d5c5_00000469.png.png
cf_train_aigi_7405b288c86da523,small,data/HFCF_small_12.parquet,0,2538,00000152.png,PNG,Yntec/CinemaEros,yntec/cinemaeros,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7405b288c86da523_00000152.png.png
cf_train_aigi_7413179a3b00ea59,small,data/HFCF_small_5.parquet,0,1393,00000346.png,PNG,cagliostrolab/animagine-xl-3.0-base,cagliostrolab/animagine-xl-3.0-base,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7413179a3b00ea59_00000346.png.png
cf_train_aigi_74167786b9c309c3,small,data/HFCF_small_37.parquet,0,1950,00000351.png,PNG,WALIDALI/bekiamzrev,walidali/bekiamzrev,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_74167786b9c309c3_00000351.png.png
cf_train_aigi_74281f5a38f14e10,small,data/HFCF_small_50.parquet,0,2651,00000297.png,PNG,briannlongzhao/94,briannlongzhao/94,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_74281f5a38f14e10_00000297.png.png
cf_train_aigi_7428c081495cd57e,small,data/HFCF_small_64.parquet,0,66,00000288.png,PNG,moonlightnexus/wonder-anime,moonlightnexus/wonder-anime,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7428c081495cd57e_00000288.png.png
cf_train_aigi_742b78594fbfb7c9,small,data/HFCF_small_17.parquet,0,828,00000188.png,PNG,SathvikRapelli/my-pet-dog,sathvikrapelli/my-pet-dog,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_742b78594fbfb7c9_00000188.png.png
cf_train_aigi_74359aeea4951d9c,small,data/HFCF_small_35.parquet,0,2746,00000055.png,PNG,mitchtech/klingon-diffusion,mitchtech/klingon-diffusion,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_74359aeea4951d9c_00000055.png.png
cf_train_aigi_74433bb8e61a2750,small,data/HFCF_small_30.parquet,0,2862,00000393.png,PNG,lambdalabs/dreambooth-avatar,lambdalabs/dreambooth-avatar,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_74433bb8e61a2750_00000393.png.png
cf_train_aigi_7450ce29570c3317,small,data/HFCF_small_43.parquet,0,2435,00000358.png,PNG,Kafke/sanrio,kafke/sanrio,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7450ce29570c3317_00000358.png.png
cf_train_aigi_7457d773253680ca,small,data/HFCF_small_4.parquet,0,1690,00000092.png,PNG,freemindcore/eanovnty-esmlvnty-0412-s8000-full,freemindcore/eanovnty-esmlvnty-0412-s8000-full,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_7457d773253680ca_00000092.png.png
cf_train_aigi_745d9da99c16dd49,small,data/HFCF_small_28.parquet,0,2799,00000012.png,PNG,chappie99/baahubali-v2,chappie99/baahubali-v2,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_745d9da99c16dd49_00000012.png.png
cf_train_aigi_746bb07af2155ca3,small,data/HFCF_small_2.parquet,0,804,00000397.png,PNG,hogiahien/Anything-V3-X-edited,hogiahien/anything-v3-x-edited,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_746bb07af2155ca3_00000397.png.png
cf_train_aigi_746c731f559d8f0f,small,data/HFCF_small_57.parquet,0,1113,00000112.png,PNG,Vishnu342/my-pet-cat-czx,vishnu342/my-pet-cat-czx,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_746c731f559d8f0f_00000112.png.png
cf_train_aigi_747544a2d6560375,small,data/HFCF_small_64.parquet,0,49,00000311.png,PNG,moonlightnexus/wonder-anime,moonlightnexus/wonder-anime,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_747544a2d6560375_00000311.png.png
cf_train_aigi_747e05d27b3c585e,small,data/HFCF_small_20.parquet,0,2146,00000328.png,PNG,heyyai/elonmusk01,heyyai/elonmusk01,Landscapes HQ,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_747e05d27b3c585e_00000328.png.png
cf_train_aigi_748c30481edd1661,small,data/HFCF_small_44.parquet,0,623,00000132.png,PNG,Norod78/sd2-cartoon-blip,norod78/sd2-cartoon-blip,LAION,train,train,1,LatDiff,train_seen,train/aigi/cf_train_aigi_748c30481edd1661_00000132.png.png
