split,split_order,generator,generator_order,architecture,exposure,aigi_images,share_percent,exact_identity_seen_in_train,architecture_seen_in_train
Train,0,sahithya10/my-pet-dog,603,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sai-shashaank/sd-quantumis-watch,604,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,saimeghana2004/my-pet-dog,605,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,saisreenidhienugu/my-pet-dog,606,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sam1810/my-pet-cat,607,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sam749/real-ream-10-legendary,608,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sam749/seekyou-mikan,609,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sam749/the-truality-engine-truality-engine-pro,610,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,samu-123/my-favourite-marvel-character-thor-xzg,611,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sans404/somethingidk,612,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sanvean/clpbug,613,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sasa30/ssaassaaddoo,614,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sathvikrapelli/my-pet-dog,615,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/ai-illustration,616,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/asmagalally,617,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/baysalaban123,618,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/epicmixvirtualrealismv6,619,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/fashion,620,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/guizaru,621,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/jatmikoui,622,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/monet-style,623,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/origtron,624,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/persona-5-shigenori-style,625,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/royaldog-royalmale-or-royalfemale,626,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/sksbinjousoudayo,627,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/sksseisupusyamuzero,628,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/this-youtuber-does-not-exist,629,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sd-dreambooth-library/weirdcore,630,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,searchone/search1nedev-dreambooth-sd15,631,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,selcukkubur/rafadan-hayri,632,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,senorkaffee/notyourmary-diff,633,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sevenknight/ter123,634,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sg161222/realistic-vision-v1.4,635,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shabnamn/my-pet-dog,636,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shabnamn/my-xsn-dog,637,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shanayasia/my-pet-dog,638,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shashank2002/my-kitten-cat,639,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shawoor/animal-pictures,640,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sheepskin/sd-1-5-keyingwu-v2,641,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sheshenin/vvshsh-4-good,642,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shibisibili144/my-cat,643,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shoukanlabs/openniji,644,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,shrikant11/pokemon-text-to-image-2,645,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sid229/posterdemo,646,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,siddhu009/my-fortuner,647,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sidxxd/attn-maps-mist-mask-0,648,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,siliconic/raven-diffusion-v1,649,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sj6/my-pet-dog,650,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,skiszkao/skiszkaoai,651,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,slashy/krystal-test,652,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,snehayadav123/my-pet-dog,653,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,snketh/my-new-pet-dog-xzg,654,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sobabeats/evt-v2,655,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,socialtrait/stable-diffusion-xl-base-1.0-infendpoint,656,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sohamm/my-pet-dog,657,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,somq/fantassified-icons-v2,658,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sonu04/my-sunglasses-xyg,659,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,spitfire4794/photo,660,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,springai/aiangenv1,661,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stabilityai/stable-diffusion-2,662,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/aam-xl-v1,663,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/albedobase-xl-20,664,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/albedobase-xl-v13,665,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/albedobase-xl-v21,666,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/all-526,667,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/all-526-animated,668,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/amazingrealism,669,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/angelxl,670,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/anime-illust-diffusion-xl,671,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/anime-pastel-dream,672,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/animerge,673,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/artium-v20,674,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/better-than-hentai-xxl,675,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/bg-dream-irl,676,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/bluepencil-xl-v5,677,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/bluepencilv6,678,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/boziorealvisxlv4,679,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/coloring-pages,680,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/cusp-of-serenity,681,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/dark-sushi-mix,682,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/deliberate-3,683,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/deliberate-v2,684,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/dreamshaperv8,685,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/dreamshaperxlturbov21fix5,686,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/duchaiten-real3d-nsfw-xl,687,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/dynavision,688,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/epicbabes-realistic,689,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/epicphotogasm,690,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/epicrealismnew,691,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/erotic-vision,692,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/explicit-freedom-nsfw-wai,693,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/foto-assisted-diffusion,694,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/galxl,695,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/hardcore-hentai-v12,696,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/icomix-2,697,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/jn-xl-v9-ph-li-4s,698,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/juggernaut-xl-rundiffusion,699,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/juggernaut-xl-v9,700,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/juggernautxl-v9-rundiffus,701,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/kuronekoanimemixv10,702,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/lyrielv16,703,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/majicmix-v7,704,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/majicmixsombre,705,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/majicmixv5,706,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/mistoonanime,707,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/mistoonanime-v30,708,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/mysterioussdxl,709,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/nightvision-xl,710,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/nightvisionxl-v0811,711,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/omnigen-xl,712,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/omnium-sdxl,713,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/picxreal,714,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/playground-v25,715,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/pvc,716,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/realistic-stock-photo,717,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/realistic-vision-51,718,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/realistic-vision-v13,719,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/realvisxl-v30,720,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/sakib-anim,721,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/sdvn8-artxl,722,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/sdxl-niji-se,723,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/spybg,724,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/strongly-styled,725,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/toonyou,726,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/toonyou-beta,727,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/uber-realistic-merge,728,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/van-gogh-diffusion,729,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/waifu-journey-2,730,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stablediffusionapi/zovya,731,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stale2000/sd-dnditem,732,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stelath/textual-inversion-comic-strip-fp16,733,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stelath/textual-inversion-comic-strip-test,734,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,stylegan2-ada,735,GAN,train_seen,10,0.1111,yes,yes
Train,0,subhrabiswas023/beautiful-lotus-cpb,736,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sumanth-0413/my-pet-dog,737,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sunil22/king-of-the-jungle,738,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,suniljl/xridl,739,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,supersergiy/lineart-x1,740,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,surekha9797/my-pet-dog,741,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sushma16/rabbit,742,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sweetpablo/diffuwusion,743,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,swl-models/toooajk-yagurumagiku-v3-dreambooth,744,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,swl-models/wind-v4,745,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,syedian123/rachel,746,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,sztanki/hulk-style-v2,747,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tahaiqbal/sd-textile,748,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tahaiqbal/sd-textile-design,749,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,talat12/my-wolfsto,750,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,taskmasterpeace/bcddih-1ndrprkr-rvgbnchly,751,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tayar3/ckpt-1-0,752,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,techi000/my-bull-dog,753,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tejasdhangar/my-pet-dog,754,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/asianrealistic-sdlife-chiasedammev9.0,755,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/beautiful-realistic-asians,756,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/chilloutmix-ni,757,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/dark-sushi-2.5d,758,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/leosams-helloworld-grain2,759,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tensor-diffusion/toonyou-jp,760,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tftgregrge/mpid-hassanblend-v1-4-last-version,761,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tftgregrge/mpid-hassanblend-v1-4-main-v2,762,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tftgregrge/mpid-hassanblend-v1-5-better-train-3000,763,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,theaughat/comicpanel,764,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,thingthatis/ssd-1b,765,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,timmahw/sd2.1-pokemon3d,766,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tinsae/copper-analog,767,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tinsae/copper-sd1.5,768,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tinsae/grumpy1,769,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tobin2003/my-pet-dog,770,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tolgadev/tolgadreamsinbooth,771,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tommini/trained-model-with-murazzi-photos,772,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tommy19970714/noda-model,773,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tomriddle/anythinv3-vae,774,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,trprkkk/miyo-waifu-diffusion,775,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,trystar/clonediffusion,776,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tuwonga/takeon,777,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tvern/my-pet,778,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tvnagasravani/baby,779,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tzvc/826ebfd7-60b9-4372-96dc-10d7e8202157,780,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tzvc/909b3788-7706-47df-a82a-285de5bc6917,781,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tzvc/944a6d92-22b9-4d3a-bba4-4a6a10284396,782,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,tzvc/benjamincode,783,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,ukeeba/cv1-2,784,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,ukiyomemes/princessknightface,785,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,usman0007/floorplan-sd-200,786,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vaddagonivyshnavi/my-pet-cat,787,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,valentinaw1sa4ajh/fusion-final,788,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,valeriafreimut/sayankunduv1,789,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vanithadannana/my-pet-dog,790,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,varunraj/my-pet-dog-jkl,791,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vashu73/my-cat,792,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vedikal/my-chessavk,793,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,ventuss/ventuss-0-1,794,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vic-yes/fast-efmediastyle-class,795,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vikhnesh/vvp,796,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vinodrvinu1010/my-pet-dog-xzg,797,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vinothananthini/monster-toy,798,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vishnu342/my-pet-cat-czx,799,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vishnusanjaykumar/my-pet-dog,800,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vsukiyaki/shiratakimix,801,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,vuducquang/landscape-style,802,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,waifu-diffusion/wd40,803,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/bekiamzrev,804,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/bekiksrilym,805,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/bekinorrev,806,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/burjkhalifaly,807,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/lyrieldiff,808,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/rawaawlylyr,809,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,walidali/toonyoudif,810,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wavymulder/analog-diffusion,811,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wilfrenm/ainew1,812,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wilfrenm/dog2,813,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wimvanhenden/ultmedm-abstract20-v4,814,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wittenberg/model,815,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wusul/aperturescience,816,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wusul/fat-irish-ship-transporting-carrots-with-face-image-generator,817,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,wusul/portaltestchamber,818,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,xero5000/my-pet-dog-and-cat,819,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,xiaomindlut/textual-inversion-style,820,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,xpeng2022/fotorx,821,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,xyn-ai/cyberpunk-anime-diffusion,822,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,xyn-ai/epic-diffusion,823,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yahyasmt/brain-tumor-3,824,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yastreb/anilin123,825,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yatharthjain120/my-pet-dog,826,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yb23code/emojis-2000,827,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yeisond/lamasigo,828,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yesh2005/my-tiger-rpy,829,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/526mix,830,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/a-zovyarpgartistv2vae,831,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/a-zovyarpgv3vae,832,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/animesextillion,833,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/anythingv3.1,834,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/arcticfowl,835,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/based64,836,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/basilremix,837,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/beenyou,838,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/brandimilne,839,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/cartoonstyleclassic,840,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/chik2,841,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/chiliconcarne,842,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/cinemaeros,843,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/cinematicreality,844,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/crystalclear,845,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/cyberrealistic,846,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/delishaper,847,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamlike-photoreal-remix,848,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamlikediffusion,849,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamlikeremix,850,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamscapes-n-dragonfire-v2,851,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamsphere,852,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/dreamworks,853,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/duchaiten-anyunreal,854,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/duchaitendarkside4,855,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/duchaitenniji,856,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/elldrethsretromix-diffusers,857,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/elldrethsvividmix,858,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/fennphoto,859,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/gameassetsdigitalunitscreationkit,860,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/gofish,861,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/goldfish,862,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/idlefancy,863,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/lameanime,864,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/luckystrike,865,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/lunar,866,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/lyriel,867,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/makeitdoubleplz,868,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/maplesyrup,869,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/mistoonemerald2,870,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/naughtychildren,871,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/novelairemix,872,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/nuipenimix,873,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/oiran,874,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/paragon,875,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/paramount,876,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/protogen,877,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/scmix,878,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/sillysymphonies,879,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/thedarknight,880,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/toonify2,881,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/uberrealisticlegacy,882,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/vintedois,883,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yntec/yabalmixtrue25d-v2-vae,884,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,youngwoo3283/emoji-test-v1,885,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yuanbit/max-15-1e-6-1500,886,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yuanzheng/familyportrait,887,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yuanzheng/zhu-family-v1-sd15,888,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,yuvalkirstain/textual-inversion-cat,889,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zapper/battlemap-1024,890,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zb-tech/text-to-image,891,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zhoubinjason/first-avartar,892,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zigg-ai/d5cf4e49-bdba-434c-b8ed-1efdb5941486,893,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zigg-ai/kemar,894,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zigg-ai/zackfreedman,895,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zlikwid/zlikwid,896,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zlikwid/zlikwidv2,897,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zmaro/zmaro1402,898,LatDiff,train_seen,10,0.1111,yes,yes
Train,0,zzzisey/lulalady,899,LatDiff,train_seen,10,0.1111,yes,yes
Internal unseen-generator val,1,2weaks/bottle1,0,LatDiff,strict_unseen,10,1.0,no,yes
